source,locale,sourceBookKey,externalId,title,subtitle,author,description,detailUrl,readUrl,imageUrl,previewPages,hasAudio,downloadCount,downloadFormats,downloadLinksJson
mukitob,az,mukitob:az:15,15,Tanri qaçaqmalçisinin duasi,,Andrey qardaş,,https://mukitob.com/books/az/book.php?id_book=15,https://mukitob.com/books/az/read.php?id_book=15,https://mukitob.com/books/covers/az/15.jpg,39,false,6,"docx, epub, fb2, pdf, rtf, txt","[{""format"":""docx"",""sizeLabel"":""378Kb"",""label"":""docx (378Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=15&f=docx""},{""format"":""epub"",""sizeLabel"":""2Mb"",""label"":""epub (2Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=15&f=epub""},{""format"":""fb2"",""sizeLabel"":""2Mb"",""label"":""fb2 (2Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=15&f=fb2""},{""format"":""pdf"",""sizeLabel"":""2Mb"",""label"":""pdf (2Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=15&f=pdf""},{""format"":""rtf"",""sizeLabel"":""9Mb"",""label"":""rtf (9Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=15&f=rtf""},{""format"":""txt"",""sizeLabel"":""901Kb"",""label"":""txt (901Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=15&f=txt""}]"
mukitob,az,mukitob:az:16,16,Məsih üçün dünyanı dəyişərək,,Andrey qardaş,"Müjdə heç vaxt asan iş olmayıb. İsa Məsihin Böyük tapşırığını yerinə yetirən və insalara xilas haqqında danışan şəxslər daim təqiblərə məruz qalıb. Onların çətinliyə baxmayaraq, Allahın iradəsi ilə dünyanı dəyişərək öz həyatlarını risqə atan iman qəhrəmanları adlandıra bilərik. Yer üzərində öz vəzifəmizi yerinə yetirmək üçün bu xüsusiyyətləri necə əldə edə, necə iman qəhrəmanına çevrilə və öz çağırışımızı necə müəyyən edə bilərik?",https://mukitob.com/books/az/book.php?id_book=16,https://mukitob.com/books/az/read.php?id_book=16,https://mukitob.com/books/covers/az/16.jpg,40,false,6,"docx, epub, fb2, pdf, rtf, txt","[{""format"":""docx"",""sizeLabel"":""196Kb"",""label"":""docx (196Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=16&f=docx""},{""format"":""epub"",""sizeLabel"":""2Mb"",""label"":""epub (2Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=16&f=epub""},{""format"":""fb2"",""sizeLabel"":""1Mb"",""label"":""fb2 (1Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=16&f=fb2""},{""format"":""pdf"",""sizeLabel"":""1Mb"",""label"":""pdf (1Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=16&f=pdf""},{""format"":""rtf"",""sizeLabel"":""5Mb"",""label"":""rtf (5Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=16&f=rtf""},{""format"":""txt"",""sizeLabel"":""477Kb"",""label"":""txt (477Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=16&f=txt""}]"
mukitob,az,mukitob:az:17,17,Sevgi̇ və hörmət,Qadının hər şeydən daha çox susadığı sevgi. Kişinin həddindən artiq ehtiyac duyduğu hörmət,Emerson Eqqerix,,https://mukitob.com/books/az/book.php?id_book=17,https://mukitob.com/books/az/read.php?id_book=17,https://mukitob.com/books/covers/az/17.jpg,39,true,7,"docx, fb2, pdf, rtf, txt, epub, mp3","[{""format"":""docx"",""sizeLabel"":""851Kb"",""label"":""docx (851Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=17&f=docx""},{""format"":""fb2"",""sizeLabel"":""2Mb"",""label"":""fb2 (2Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=17&f=fb2""},{""format"":""pdf"",""sizeLabel"":""2Mb"",""label"":""pdf (2Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=17&f=pdf""},{""format"":""rtf"",""sizeLabel"":""10Mb"",""label"":""rtf (10Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=17&f=rtf""},{""format"":""txt"",""sizeLabel"":""671Kb"",""label"":""txt (671Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=17&f=txt""},{""format"":""epub"",""sizeLabel"":""1Mb"",""label"":""epub (1Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=17&f=epub""},{""format"":""mp3"",""sizeLabel"":"""",""label"":""mp3"",""downloadUrl"":""https://mukitob.com/books/az/audio.php?id_book=17""}]"
mukitob,az,mukitob:az:18,18,Tarixin gedişatini dəyişmiş sübut,,Coş Makdauell | Şon Makdauell,,https://mukitob.com/books/az/book.php?id_book=18,https://mukitob.com/books/az/read.php?id_book=18,https://mukitob.com/books/covers/az/18.jpg,48,false,6,"docx, epub, fb2, pdf, rtf, txt","[{""format"":""docx"",""sizeLabel"":""114Kb"",""label"":""docx (114Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=18&f=docx""},{""format"":""epub"",""sizeLabel"":""2Mb"",""label"":""epub (2Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=18&f=epub""},{""format"":""fb2"",""sizeLabel"":""291Kb"",""label"":""fb2 (291Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=18&f=fb2""},{""format"":""pdf"",""sizeLabel"":""977Kb"",""label"":""pdf (977Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=18&f=pdf""},{""format"":""rtf"",""sizeLabel"":""942Kb"",""label"":""rtf (942Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=18&f=rtf""},{""format"":""txt"",""sizeLabel"":""155Kb"",""label"":""txt (155Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=18&f=txt""}]"
mukitob,az,mukitob:az:19,19,Uşaqlara dua etməyi necə öyrətməli,,Rik Osborn,"Rik Osborn — Valideynlərə uşaqları Allahı dərk etməyi və Bibliyanı öyrənməyə kömək edən bir çox kitabın müəllifidir. Bu kitabda o, uşaqlara dua etməyi necə öyrənməyin yollarını və Duanı öz həyatlarının əsası olduğunu göstərir. Asan və əlçatan formada, uşaqların ruhi inkişafının əsas pillələri haqqında danışır. Buna misal olaraq özünün şəxsi həyatından nümunələr gətirir, dua nümunələri, sizin və uşaqlarınızın dua etmələri üçün mövzuları təqdim edir.",https://mukitob.com/books/az/book.php?id_book=19,https://mukitob.com/books/az/read.php?id_book=19,https://mukitob.com/books/covers/az/19.jpg,51,false,6,"docx, epub, fb2, pdf, rtf, txt","[{""format"":""docx"",""sizeLabel"":""292Kb"",""label"":""docx (292Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=19&f=docx""},{""format"":""epub"",""sizeLabel"":""1Mb"",""label"":""epub (1Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=19&f=epub""},{""format"":""fb2"",""sizeLabel"":""661Kb"",""label"":""fb2 (661Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=19&f=fb2""},{""format"":""pdf"",""sizeLabel"":""1Mb"",""label"":""pdf (1Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=19&f=pdf""},{""format"":""rtf"",""sizeLabel"":""6Mb"",""label"":""rtf (6Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=19&f=rtf""},{""format"":""txt"",""sizeLabel"":""687Kb"",""label"":""txt (687Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=19&f=txt""}]"
mukitob,az,mukitob:az:20,20,Sən bacararsan,Çətinlikdə olanlar üçün ümid və dayaq,Maks Lukado,"Əsl iman bizi əzablardan xilas etmir, lakin onlardan keçməyimizə kömək edir. Maks Lukado kitabları oxucuların etibarını qazanmış məsihçi müəlliflərdən biridir. Çünki o, kitablarında nağıl və əfsanə ilə yaşayanlara deyil, imanla yaşayanlara müraciət edir. Onun «Sən bacararsan» kitabı dərin biliyə və Müqəddəs Kitaba əsaslanır, çətinliklərdən keçməyinizə hökmən kömək edəcək.",https://mukitob.com/books/az/book.php?id_book=20,https://mukitob.com/books/az/read.php?id_book=20,https://mukitob.com/books/covers/az/20.jpg,64,false,6,"docx, epub, fb2, pdf, rtf, txt","[{""format"":""docx"",""sizeLabel"":""404Kb"",""label"":""docx (404Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=20&f=docx""},{""format"":""epub"",""sizeLabel"":""574Kb"",""label"":""epub (574Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=20&f=epub""},{""format"":""fb2"",""sizeLabel"":""878Kb"",""label"":""fb2 (878Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=20&f=fb2""},{""format"":""pdf"",""sizeLabel"":""3Mb"",""label"":""pdf (3Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=20&f=pdf""},{""format"":""rtf"",""sizeLabel"":""12Mb"",""label"":""rtf (12Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=20&f=rtf""},{""format"":""txt"",""sizeLabel"":""370Kb"",""label"":""txt (370Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=20&f=txt""}]"
mukitob,az,mukitob:az:21,21,Mələyin danışdığı hekayə,"Birinci Milad, səmadan görünüş",Maks Lukado,"Təməl olaraq hamıya bəlli olan Milad süjetini götürməklə Maks Lukado, Amerikanın ən populyar mÿsihçi yazıçılarından biri, ruhani dünyada Məsihin Yerə gəlişinin müşayiət olunduğu qarşıdurmanı təqdim etməyə çalışır, belə bir qarşıdurma heç şübhəsiz son dərəcə sərt olmuşdur. Əgər İblisə Məsihin beşikdə görünməsinə yol verməmək nəsib olardısa, Məsih çarmıxda sadəcə olmayacaqdı. Zaman etibarilə geriyə, İlahi taxta, hər şeyin başlanğıcı olan yerə səyahətə yollanın və ilk Miladın müşayiət olunduğu şöhrətin, möcüzələrin və mübarizənin şahidinə çevrilin.",https://mukitob.com/books/az/book.php?id_book=21,https://mukitob.com/books/az/read.php?id_book=21,https://mukitob.com/books/covers/az/21.jpg,45,false,6,"docx, epub, fb2, pdf, rtf, txt","[{""format"":""docx"",""sizeLabel"":""168Kb"",""label"":""docx (168Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=21&f=docx""},{""format"":""epub"",""sizeLabel"":""953Kb"",""label"":""epub (953Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=21&f=epub""},{""format"":""fb2"",""sizeLabel"":""297Kb"",""label"":""fb2 (297Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=21&f=fb2""},{""format"":""pdf"",""sizeLabel"":""3Mb"",""label"":""pdf (3Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=21&f=pdf""},{""format"":""rtf"",""sizeLabel"":""2Mb"",""label"":""rtf (2Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=21&f=rtf""},{""format"":""txt"",""sizeLabel"":""117Kb"",""label"":""txt (117Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=21&f=txt""}]"
mukitob,az,mukitob:az:22,22,Məsihçiliyin əsasi,,Con Stott,,https://mukitob.com/books/az/book.php?id_book=22,https://mukitob.com/books/az/read.php?id_book=22,https://mukitob.com/books/covers/az/22.jpg,46,false,6,"docx, epub, fb2, pdf, rtf, txt","[{""format"":""docx"",""sizeLabel"":""179Kb"",""label"":""docx (179Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=22&f=docx""},{""format"":""epub"",""sizeLabel"":""958Kb"",""label"":""epub (958Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=22&f=epub""},{""format"":""fb2"",""sizeLabel"":""369Kb"",""label"":""fb2 (369Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=22&f=fb2""},{""format"":""pdf"",""sizeLabel"":""4Mb"",""label"":""pdf (4Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=22&f=pdf""},{""format"":""rtf"",""sizeLabel"":""5Mb"",""label"":""rtf (5Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=22&f=rtf""},{""format"":""txt"",""sizeLabel"":""496Kb"",""label"":""txt (496Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=22&f=txt""}]"
mukitob,az,mukitob:az:23,23,Allahın müqəddəsliji,,Robert Spraul,,https://mukitob.com/books/az/book.php?id_book=23,https://mukitob.com/books/az/read.php?id_book=23,https://mukitob.com/books/covers/az/23.jpg,42,false,6,"docx, epub, fb2, pdf, rtf, txt","[{""format"":""docx"",""sizeLabel"":""210Kb"",""label"":""docx (210Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=23&f=docx""},{""format"":""epub"",""sizeLabel"":""1Mb"",""label"":""epub (1Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=23&f=epub""},{""format"":""fb2"",""sizeLabel"":""553Kb"",""label"":""fb2 (553Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=23&f=fb2""},{""format"":""pdf"",""sizeLabel"":""2Mb"",""label"":""pdf (2Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=23&f=pdf""},{""format"":""rtf"",""sizeLabel"":""7Mb"",""label"":""rtf (7Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=23&f=rtf""},{""format"":""txt"",""sizeLabel"":""646Kb"",""label"":""txt (646Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=23&f=txt""}]"
mukitob,az,mukitob:az:24,24,Sənin Zirvələrinə yol,,Hanna Harvard,"Bu kitab bizim hər birimizin «Zirvələrimizdə» yaşaya biləcəyimizdən əvvəl qarşımızda duran səyahəti dramatik təsvir edən gözəl alleqoriyadır. Biz baş qəhrəmanla birlikdə onun iki yol yoldaşının ardınca gedəcək və əzablı qorxunu necə dəf etməyi, məhəbbət, sevinc və zəfər zirvələrinə necə çatmağı öyrənəcəyik.",https://mukitob.com/books/az/book.php?id_book=24,https://mukitob.com/books/az/read.php?id_book=24,https://mukitob.com/books/covers/az/24.jpg,54,false,6,"docx, epub, fb2, pdf, rtf, txt","[{""format"":""docx"",""sizeLabel"":""6Mb"",""label"":""docx (6Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=24&f=docx""},{""format"":""epub"",""sizeLabel"":""2Mb"",""label"":""epub (2Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=24&f=epub""},{""format"":""fb2"",""sizeLabel"":""3Mb"",""label"":""fb2 (3Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=24&f=fb2""},{""format"":""pdf"",""sizeLabel"":""7Mb"",""label"":""pdf (7Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=24&f=pdf""},{""format"":""rtf"",""sizeLabel"":""59Mb"",""label"":""rtf (59Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=24&f=rtf""},{""format"":""txt"",""sizeLabel"":""673Kb"",""label"":""txt (673Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=24&f=txt""}]"
mukitob,az,mukitob:az:25,25,Müqəddəs kitabda nikahın surəti,,Bryus Uilkenson,,https://mukitob.com/books/az/book.php?id_book=25,https://mukitob.com/books/az/read.php?id_book=25,https://mukitob.com/books/covers/az/25.jpg,38,false,6,"docx, epub, fb2, pdf, rtf, txt","[{""format"":""docx"",""sizeLabel"":""193Kb"",""label"":""docx (193Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=25&f=docx""},{""format"":""epub"",""sizeLabel"":""946Kb"",""label"":""epub (946Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=25&f=epub""},{""format"":""fb2"",""sizeLabel"":""372Kb"",""label"":""fb2 (372Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=25&f=fb2""},{""format"":""pdf"",""sizeLabel"":""735Kb"",""label"":""pdf (735Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=25&f=pdf""},{""format"":""rtf"",""sizeLabel"":""4Mb"",""label"":""rtf (4Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=25&f=rtf""},{""format"":""txt"",""sizeLabel"":""367Kb"",""label"":""txt (367Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=25&f=txt""}]"
mukitob,az,mukitob:az:26,26,Bu insanlar kimdir?,Qüdrətli Tanrının əlindəki adi insanlar,Maks Lukado,"Bu kitabda Allahın adi insanları dünyanı dəyişdirməyə cəlb et­mə­sin­dən bəhs olunur. Bəli, nə müqəddəs, nə dahi, ancaq sadə insanları. Bəs bu insanlar kimlərdir? Hiyləgərlər, fırıldaqçılar, yalançılar... Təsəvvür edin ki, söhbət bizim «iman qəhrəmanları» hesab etdiyimiz İbrahim, Musa, Paul, Peter, Matta və bir çoxları haqqında gedir. Tanrı onların qüsurlarını Öz məhəbbəti ilə tamamlayanda, onlar qəhrəman oldular. Ən əsası, müəllifin də vurğuladığı kimi, bu insanlar bizik. Xəyanət edən bizik. Mərhəmət göstərməyən bizik. Yalan danışan bizik. Zina edən bizik. Hər şeyi öz bildiyi kimi edən bizik. Lakin Tanrı insandakı bütün pis şeylərə üstün gəlir və yaxşı şeyləri götürür ki, onda Öz izzətini izhar etsin.",https://mukitob.com/books/az/book.php?id_book=26,https://mukitob.com/books/az/read.php?id_book=26,https://mukitob.com/books/covers/az/26.jpg,36,false,6,"docx, epub, fb2, pdf, rtf, txt","[{""format"":""docx"",""sizeLabel"":""268Kb"",""label"":""docx (268Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=26&f=docx""},{""format"":""epub"",""sizeLabel"":""1Mb"",""label"":""epub (1Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=26&f=epub""},{""format"":""fb2"",""sizeLabel"":""538Kb"",""label"":""fb2 (538Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=26&f=fb2""},{""format"":""pdf"",""sizeLabel"":""2Mb"",""label"":""pdf (2Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=26&f=pdf""},{""format"":""rtf"",""sizeLabel"":""7Mb"",""label"":""rtf (7Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=26&f=rtf""},{""format"":""txt"",""sizeLabel"":""691Kb"",""label"":""txt (691Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=26&f=txt""}]"
mukitob,az,mukitob:az:27,27,Bu insanlar kimdir? 2,Yaşayan Tanrı ilə gözlənilməz qarşılaşma,Maks Lukado,"Maks Lukado «Bu insanlar kimdir?» kitabında toxunduğu möv­zu­nu bu kitabda davam etdirir. O, bu kitab vasitəsilə oxucularının diq­qətini Müqəddəs Kitabdakı iyirmidən çox personajın ilhamlandırıcı he­kayələrinə yönəldir. Bu hekayələrdə yaşayan Tanrı ilə görüşənlərdən, itənlərdən və tapılanlardan — bizim kimi sadə insanlardan bəhs edilir. Bu insanların həyatından gətirilən nümunələr bizə ümid verir. Belə ki, onları günahlarından satın alan və həyatlarını dəyişdirən Rəbb bizim üçün də bunları edə bilər.",https://mukitob.com/books/az/book.php?id_book=27,https://mukitob.com/books/az/read.php?id_book=27,https://mukitob.com/books/covers/az/27.jpg,47,false,6,"docx, epub, fb2, pdf, rtf, txt","[{""format"":""docx"",""sizeLabel"":""267Kb"",""label"":""docx (267Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=27&f=docx""},{""format"":""epub"",""sizeLabel"":""1Mb"",""label"":""epub (1Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=27&f=epub""},{""format"":""fb2"",""sizeLabel"":""611Kb"",""label"":""fb2 (611Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=27&f=fb2""},{""format"":""pdf"",""sizeLabel"":""8Mb"",""label"":""pdf (8Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=27&f=pdf""},{""format"":""rtf"",""sizeLabel"":""7Mb"",""label"":""rtf (7Mb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=27&f=rtf""},{""format"":""txt"",""sizeLabel"":""710Kb"",""label"":""txt (710Kb)"",""downloadUrl"":""https://mukitob.com/books/az/download.php?id_book=27&f=txt""}]"
